status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Terminated,South San Francisco,CA,United States,Class III,"{'application_number': ['BLA761197'], 'brand_name': ['SUSVIMO'], 'generic_name': ['RANIBIZUMAB'], 'manufacturer_name': ['Genentech, Inc.'], 'product_ndc': ['50242-078'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVITREAL'], 'substance_name': ['RANIBIZUMAB'], 'rxcui': ['2584857', '2584863'], 'spl_id': ['2850382e-4e4f-4005-a047-33fc758bafef'], 'spl_set_id': ['9c6d9e2a-9a77-4d11-b692-de87cfde3444'], 'package_ndc': ['50242-078-12', '50242-078-55', '8100425900', '0081004259'], 'is_original_packager': [True], 'nui': ['N0000193542', 'N0000193543'], 'pharm_class_moa': ['Vascular Endothelial Growth Factor Inhibitors [MoA]'], 'pharm_class_epc': ['Vascular Endothelial Growth Factor Inhibitor [EPC]'], 'unii': ['ZL1R02VT79']}",Drugs,90959,Genentech Inc,1 Dna Way,,94080-4918,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0025-2023,"Susvimo (ranibizumab injection), 100mg/mL, sold together as a) carton containing One Susvimo single-dose vial and One Susvimo initial fill needle, NDC 50242-078-55; and b) carton labeled as Susvimo Ocular Implant with Insertion Tool Assembly, containing One carrier with implant and One insertion Tool, UDI 81004259001, GTIN 00810042590014, Rx only, Genentech, Inc., A Member of the Roche Group, South San Francisco, CA  94080-4990.",452 vials and implants,"Defective Delivery System: Commercial implants do not meet the filed specification for the intended use, a few patients have experienced an issue with the implants that renders it non-functioning.",20221018.0,20221101.0,20240417.0,20221109.0,"Lot/Exp: a) 3499188, Exp 10/31/2022; Lot 3523071, Exp 6/30/2023; b) 3456735, Exp 10/23/2026; 3456737; Exp 10/29/2026; 3477671, Exp 10/31/2026; 3480781, Exp 12/19/2026; 3506526, Exp 02/25/2027; 3506531, Exp 04/15/2027",,④ 품질규격 미달,0
Terminated,Elizabeth,NJ,United States,Class II,{},Drugs,67053,Actavis Elizabeth LLC,200 Elmora Ave,,07202-1106,Voluntary: Firm initiated,Letter,Nationwide,D-1087-2014,"Clonazepam Tablets, USP 2 mg 100 tablets Manufactured by: Actavis Elizabeth LLC 200 Elmora Avenue, Elizabeth, NJ 0737 USA  NDC 0228-3005-11    packaged in White/Round HDPE 75 CC with white/round plastic 33 mm CRC closure shipped in corrugated 75 cc carton (24 bottles/carton)","13,608 bottles",Subpotent Drug: During routine stability testing one tablet was found with tablet weight below specification.,20131106.0,20140221.0,20140602.0,20140305.0,lot 58468552 Exp. 05/15,,④ 품질규격 미달,0
Terminated,North Wales,PA,United States,Class III,{},Drugs,77725,Teva Pharmaceuticals USA,1090 Horsham Rd,,19454-1505,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0983-2017,"Buprenorphine and Naloxone Sublingual Tablets, 2 mg/0.5 mg 30 tablets per bottle, Rx only, Distributed by: Teva Pharmaceuticals USA, Inc., North Wales, PA 19454, NDC 0093-5720-56",25264 bottles,Failed Impurities/Degradation Specifications:  out of specification test results for related compounds largest unknown impurity.,20170629.0,20170714.0,20180426.0,20170726.0,"Lot #:  30227613A, 30227614A, 30227615A, EXP 6/2017; 30228559A, 30228560A, EXP 9/2017; 3000123, EXP 7/2018",,④ 품질규격 미달,0
Terminated,Fort Worth,TX,United States,Class III,{},Drugs,81775,"CBI Laboratories, Inc.",4201 Diplomacy Rd,,76155-2633,Voluntary: Firm initiated,Letter,"United States, Maldives, Canada, United Arab Emirates, and New Zealand",D-0341-2019,"Advanced Protection Sunscreen spf 30 (Octinoxate 7.5%, Octisalate 5%, Oxybenzone 6%), 4.5 Oz/127.5 g tube.",5363 tubes,Subpotent Drug:Out of specification for percentage of active pharmaceutical ingredients.,20181210.0,20181220.0,20200114.0,20181226.0,"Lot #: 131965, Exp 12/2018; 127426 Exp. 01/2019; 129045, 130424 Exp. 06/2019; 130432 Exp. 10/2019; 131870 Exp. 06/2019; 132648, Exp. 03/2020; 133732 Exp. 04/2020; 134400 Exp. 02/2020; 135345 Exp. 08/2020",,④ 품질규격 미달,0
Terminated,Englewood,CO,United States,Class II,{},Drugs,85440,"B & B Pharmaceuticals, Inc.",8591 Prairie Trail Dr Ste C600,,80112-7075,Voluntary: Firm initiated,Letter,USA Nationwide,D-1244-2020,"Estradiol, USP (Non-Micronized) (Hemihydrate), packaged in: a) 500 grams (NDC 63275-9900-8), b) 100 grams (NDC 63275-9900-5), c) 25 grams (NDC 63275-9900-4), Distributed by B&B Pharmaceuticals, Inc. 800-499-3100","3,825 grams",cGMP deviations: Presence of foreign material (Teflon)introduced at the production level.,20200414.0,20200416.0,20200724.0,20200422.0,"Lot #: 18K26-BB02-PR00553, Reassay 10/09/2023  Product # 700365, 700362 & 700363",,⑧ 이물혼입/물리적결함,0
Terminated,East Brunswick,NJ,United States,Class II,{},Drugs,81896,"Heritage Pharmaceuticals, Inc.",1 Tower Center Blvd Ste 1700,,08816-1145,Voluntary: Firm initiated,Letter,Nationwide,D-0352-2019,"Cidofovir Injection 375mg/5mL (75mg/mL) vial injection. 5 mL vials, Rx only, Mfd by: Emcure Pharmaceuticals Ltd., Hinjawadi, Pune, India  Mfg. for : Heritage Pharmaceuticals Inc. NDC 23155-0216-31","5,060 units",Lack of Assurance of Sterility: complaints received about dried powder on the outside of bottle,20190102.0,20190108.0,20210219.0,20190116.0,"Lot #: VCIA082, Exp. MAY 2020; VCIA083, VCIA084, Exp. JUNE 2020",,① 무균보증실패,0
Terminated,Ridgefield,NJ,United States,Class III,{},Drugs,74046,Genzyme Corporation / Genzyme Biosurgery,1125 Pleasantview Ter,,07657-2310,Voluntary: Firm initiated,Letter,"MI, PA & NJ",D-1029-2016,"Hectorol (doxercalciferol injection) 2 mcg/1mL, Rx only,  Manufactured by: Genzyme Biosurgery Corporation 500 Kendall Street, Cambridge, MA 02142, NDC 58468-0126-1",2350 vials,Labeling: Wrong barcode. An incorrect bar code was noted on the vial label of Hectorol 2 mcg/1mL vial.,20160427.0,20160610.0,20170623.0,20160622.0,"Lot #: 6R1001, Exp. 12/2016",,⑤ 표시/라벨링 오류,0
Terminated,Gardena,CA,United States,Class I,{},Drugs,67265,HUMAN SCIENCE FOUNDATION,13722 Harvard Pl,,90249-2527,Voluntary: Firm initiated,Press Release,Nationwide,D-1327-2014,"PRO ArthMax Dietary Supplement tablets, 750 mg, 120 count bottles, Distributed by Human Science Foundation, Los Angeles, CA","24,268 bottles","Marketed without an Approved NDA/ANDA; FDA analysis found the product to contain Chlorzoxazone, Nefopam, Diclofenac, Ibuprofen, Naproxen, and Indomethacin",20140113.0,20140519.0,20140918.0,20140528.0,Lot# 220113; Exp. 01/16   Lot# 800213; Exp. 03/16  Lot# U133000; Exp. 04/16  Lot# U143200; Exp. 08/16  Lot# YJK015311; Exp. 10/16,,⑥ 인허가 위반,1
Ongoing,North Bergen,NJ,United States,Class I,{},Drugs,97277,"DermaRite Industries, LLC",7777 W Side Ave,,07047-6436,Voluntary: Firm initiated,Letter,Nationwide within the USA,D-0613-2025,"PeriGiene, Health Care Antiseptic, (Chloroxylenol 0.5%) 222 mL (7.5 fl. oz.) per bottle, DermaRite Industries LLC, 7777 West Side Avenue, North Bergen, NJ 07047. NDC 61924-198-08","5,703 bottles",Microbial Contamination of Non-Sterile Drug Product: The products were found to be contaminated with the bacteria Burkholderia cepecia.,20250717.0,20250902.0,,20250910.0,"Lot #: 31013A, Exp. Date 11/2025; 40345A, 40355A, Exp. Date 4/2026; 40571A, 40580A, Exp. Date 6/2026; 40587A, 40591A, Exp. Date 7/2026; 40870.1, 40877.1, Exp. Date 10/2026; 41093A, Exp. Date 12/2026; 50072A, 50079A, Exp. Date 1/2027",,① 무균보증실패,1
Terminated,Little Rock,AR,United States,Class II,{},Drugs,77777,SCA Pharmaceuticals,8821 Knoedl Ct,,72205-4600,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1002-2017,"Diltiazem 125 mg in 0.9% Sodium Chloride, 1 mg per mL, Total Volume 125 mL Single Dose Container bag, Rx Only, SCA Pharmaceuticals, 8821 Knoedl Ct, Little Rock, AR 72205 (877) 550-5059; NDC: 70004-0541-35.",120 bags,Lack of Assurance of Sterility: Product made with recalled 0.9% sodium chloride bags which have the potential to leak.,20170714.0,20170725.0,20191030.0,20170802.0,"Lot: 20170707@54, BUD: 10/4/2017",,① 무균보증실패,0
Terminated,Lenoir,NC,United States,Class I,{},Drugs,91197,Exela Pharma Sciences LLC,1245 Blowing Rock Blvd,,28645-3618,Voluntary: Firm initiated,Press Release,Nationwide within the United States,D-0080-2023,"8.4% Sodium Bicarbonate Injection, USP 50 mEq/50 mL (1 mEq/mL) 50 mL Single Dose Vials, packaged in cartons of 20 vials, Rx Only, Mfd for: Civica, Inc. Lehi, Utah 84043, Mfd by: Exela Pharma Sciences, LLC, Lenoir, NC 28645, Carton NDC 72572-740-20, vial NDC 72572-740-1.","37,320 vials",Defective Container: Complaints received of vial breakage and glass flying when pressurized while preparing the product for administration.,20221128.0,20221213.0,20251010.0,20221221.0,Lot: P0001490 Exp. 12/2023,,기타,1
Terminated,Lake Forest,IL,United States,Class III,"{'application_number': ['NDA020309'], 'brand_name': ['MAGNESIUM SULFATE IN WATER'], 'generic_name': ['MAGNESIUM SULFATE IN WATER'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-2050', '0409-6730', '0409-6729', '0409-4121', '0409-3164', '0409-5239'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['MAGNESIUM SULFATE HEPTAHYDRATE'], 'rxcui': ['829734', '1658259', '1658262', '1658264', '1658265'], 'spl_id': ['e435d27c-001a-4a01-8be4-76f18e577db6'], 'spl_set_id': ['22ca78b4-f5a3-4144-cf89-5f633acf1e6d'], 'package_ndc': ['0409-6730-11', '0409-6730-13', '0409-6730-50', '0409-6730-60', '0409-6729-41', '0409-6729-23', '0409-6729-21', '0409-6729-03', '0409-6729-31', '0409-6729-09', '0409-6729-11', '0409-6729-24', '0409-4121-01', '0409-4121-50', '0409-2050-01', '0409-2050-20', '0409-3164-01', '0409-3164-12', '0409-5239-01', '0409-5239-60'], 'is_original_packager': [True], 'unii': ['SK47B8698T']}",Drugs,62053,"Hospira, Inc.",600 N Field Dr Bldg J45,,60045,Voluntary: Firm initiated,Letter,Nationwide,D-1390-2012,"Magnesium Sulfate in Water for Injection, 40 mg/mL (0.325 mEq Mg++/mL), 2 g total, 50 mL Flexible Container, Rx only, Hospira, Inc., Lake Forest, IL 60045; NDC 0409-6729-24.","164,568 containers",Superpotent (Single Ingredient) Drug: Above specification assay results for percentage of magnesium sulfate.,20120405.0,20120620.0,20130808.0,20120627.0,"Lot #: 04510KL*, Exp 01OCT2012; *lot number may have 01 or 02 following it",,④ 품질규격 미달,0
Terminated,Sellersville,PA,United States,Class II,{},Drugs,64233,"Teva Pharmaceuticals USA, Inc.",650 Cathill Rd,,18960-1512,Voluntary: Firm initiated,Letter,Nationwide,D-193-2013,"Terazosin Hydrochloride Capsules, 2 mg, packaged in a) 100-count bottles (NDC 0093-4337-01); and b) 1000-count bottles (NDC 0093-4337-10), Rx only, Manufactured in India By: Intas Pharmaceuticals Ltd., Ahmedabad, Gujarat, India - 382 210; Manufactured For: Teva Pharmaceuticals USA, Sellersville, PA  18960.","3,913 bottles",Presence of Foreign Tablets/Capsules: Recall is being conducted due to a foreign capsule found in one bottle.,20130123.0,20130308.0,20140403.0,20130320.0,"Lot # N03029, Exp 03/14",,⑧ 이물혼입/물리적결함,0
Terminated,New Brunswick,NJ,United States,Class II,{},Drugs,74888,"Spectrum Laboratory Products, Inc.",755 and 769 Jersey Ave,,08901-3605,Voluntary: Firm initiated,Letter,"US: MA, TN, GA, MO and Canada",D-1456-2016,"Zinc Acetate, Crystal, USP, packaged in 500 gram bottles, Spectrum Chemical MFG, CORP., New Brunswick, NJ 08901","14,000 grams",Does not meet monograph: product exhibits lead levels in excess of the USP monograph limits.,20160801.0,20160810.0,20170407.0,20160817.0,Lot # 2EH0257,,기타,0
Terminated,New York,NY,United States,Class II,{},Drugs,81311,Pfizer Inc.,235 E 42nd St,,10017-5703,Voluntary: Firm initiated,Letter,Nationwide in the US and Puerto Rico,D-0095-2019,"Meropenem for Injection, USA (I.V.), 1 gram/vial, 25 vials per carton, Sterile, Rx Only, Manufactured for: Hospira, Inc., Lake Forest, IL 60045, USA.  NDC carton: 0409-3506-01; NDC vial: 0409-3506-11","71,075 vials",Lack of assurance of sterility: loss of container integrity.,20180920.0,20181024.0,20220917.0,20181031.0,"Lot: 609G047, EXP 10/2018",,① 무균보증실패,0
Terminated,Davie,FL,United States,Class II,"{'application_number': ['ANDA201089'], 'brand_name': ['DICLOFENAC SODIUM AND MISOPROSTOL'], 'generic_name': ['DICLOFENAC SODIUM AND MISOPROSTOL'], 'manufacturer_name': ['Actavis Pharma, Inc.'], 'product_ndc': ['0591-0397', '0591-0398'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['DICLOFENAC SODIUM', 'MISOPROSTOL'], 'rxcui': ['857706', '1359105'], 'spl_id': ['9d8d5f09-7764-4e55-87c6-d2fead0e6e97'], 'spl_set_id': ['df8b8660-0c24-4848-8bea-c1b935090c66'], 'package_ndc': ['0591-0397-60', '0591-0397-19', '0591-0398-60'], 'is_original_packager': [True], 'nui': ['N0000175785', 'M0017811'], 'pharm_class_epc': ['Prostaglandin E1 Analog [EPC]'], 'pharm_class_cs': ['Prostaglandins E, Synthetic [CS]'], 'unii': ['0E43V0BB57', 'QTG126297Q'], 'upc': ['305910398606']}",Drugs,69495,"Actavis Laboratories, FL, Inc.",4955 Orange Dr,,33314-3902,Voluntary: Firm initiated,Letter,U.S. Nationwide including Puerto Rico.,D-0258-2015,"Diclofenac Sodium and Misoprostol Delayed-Release Tablets, 75 mg/0.2 mg, 60-count bottle, Rx only. Manufactured by: Watson Laboratories, Inc., Corona, CA 92880, NDC: 0591-0398-60, UPC 3 05910 39860 6.","5,451 Bottles",Failed Tablet/Capsule Specifications: Presence of split or broken tablets.,20140926.0,20141121.0,20150616.0,20141203.0,"Lot # 694320A, Expiry: 02/28/2015.",,④ 품질규격 미달,0
Terminated,Vancouver,WA,United States,Class II,{},Drugs,65690,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-858-2014,"ACYCLOVIR, Tablet, 800 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00093894701.",100 Tablets,"Labeling: Label Mixup: ACYCLOVIR, Tablet, 800 mg may have potentially been mislabeled as the following drug:	  PANTOPRAZOLE SODIUM DR, Tablet, 20 mg, NDC 64679043304, Pedigree: AD70690_4, EXP: 5/29/2014.",20130702.0,20140120.0,20140207.0,20140129.0,"ACYCLOVIR, Tablet, 800 mg has the following codes:   Pedigree: AD70629_1, EXP: 5/29/2014.",,⑤ 표시/라벨링 오류,0
Terminated,Berkeley,CA,United States,Class I,{},Drugs,90289,"Valor Compounding Pharmacy, Inc DBA  Valor Compounding Pharmacy",2461 Shattuck Ave,,94704,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",CA,D-1167-2022,"Tacrolimus (Brand Capsules ) 0.5 mg/mL Suspension, Rx, This is a compounded medication., Valor Compounding Pharmacy, 2461 Shattuck Ave., Berkeley, CA 94704,","1,966 mLs in 12 oz; 2 oz; 16 oz and 6 oz bottles",Subpotent drug,20220415.0,20220627.0,20221107.0,20220615.0,"Lot #: 03312022@29, BUD: 6/10/2022",,④ 품질규격 미달,1
Terminated,Princeton,NJ,United States,Class II,"{'application_number': ['ANDA090617'], 'brand_name': ['METOPROLOL SUCCINATE'], 'generic_name': ['METOPROLOL SUCCINATE'], 'manufacturer_name': [""Dr. Reddy's Laboratories Limited""], 'product_ndc': ['55111-466', '55111-467'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['METOPROLOL SUCCINATE'], 'rxcui': ['866427', '866436'], 'spl_id': ['a453a5a1-ddeb-6093-ff84-3d5c822b8847'], 'spl_set_id': ['90594d68-87f2-5f75-2d8a-1629f88ba8a9'], 'package_ndc': ['55111-466-30', '55111-466-60', '55111-466-01', '55111-466-05', '55111-466-79', '55111-466-78', '55111-467-30', '55111-467-60', '55111-467-01', '55111-467-05', '55111-467-79', '55111-467-78'], 'is_original_packager': [True], 'upc': ['0355111466017', '0355111467014'], 'unii': ['TH25PD4CCB']}",Drugs,67293,"Dr. Reddy's Laboratories, Inc.",107 College Rd E,,08540-6623,Voluntary: Firm initiated,Letter,"LA, MI, MO, MS & OH",D-1080-2014,"Dr. Reddy's Metoprolol Succinate Extended-Release Tablets USP, 50 mg 100 tablets Rx Only Mfd. By: Dr. Reddy's Laboratories Limited Bachepalli -500 090 INDIA  NDC 55111-467-01","8,592 bottles",Failed Dissolution Specification; 12-Month stability interval.,20131213.0,20140206.0,20150212.0,20140212.0,Lot # C207420 and C207416,,④ 품질규격 미달,0
Terminated,Toronto,,Canada,Class II,{},Drugs,70452,Attix Pharmaceuticals,184 Front St E,unit 801,,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide to compounding pharmacies and research organizations.,D-865-2015,"Procaine Penicillin G active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",1000 grams,Stability Data Does Not Support Expiry: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged without data to support the printed expiry date.,20141114.0,20150420.0,20151007.0,20150429.0,All lots repackaged and distributed between 01/05/12 to 02/12/15,,기타,0
Terminated,Shenandoah,IA,United States,Class II,{},Drugs,62664,Lloyd Inc. of Iowa,604 W Thomas Ave,,51601-1744,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distribution was nationwide and to Puerto Rico.  There was no foreign, military, or government distribution.",D-103-2013,"Levothroid (levothyroxine sodium tablets, USP), 75 mcg., 100-count bottles, Rx only, NDC 0456-1322-01,   Manufactured for Forest Pharmaceuticals, Inc., Subsidiary of Forest Laboratories, Inc., St. Louis, MO, by Lloyd Pharmaceutical, Shenandoah, IA.","16,548/100-tablet bottles",Subpotent; 9-month stability interval,20120725.0,20121221.0,20131114.0,20130102.0,"Lot 1094098, exp. date 9/2012",,④ 품질규격 미달,0
Terminated,Gulfport,MS,United States,Class II,{},Drugs,83835,GCP Laboratories Inc,3600 25th Ave,,39501-6922,Voluntary: Firm initiated,Letter,Distributed in MI and further distributed Nationwide.,D-0126-2020,"Major Infants' Gas Relief Drops, Simethicone Oral Suspension USP, 1 FL OZ (30 mL) bottle, Distributed by: Major Pharmaceuticals 17177 N Laurel Park Drive, Suite 233 Livonia, MI 48152 USA. NDC 0904-5894-30","31,392 30 mL bottles",Microbial Contamination of Non-Sterile Product.,20190918.0,20191007.0,20210205.0,20191016.0,Lot: WBD003 Exp. 03/21,,① 무균보증실패,0
Terminated,Princeton,NJ,United States,Class II,{},Drugs,83875,"Sandoz, Inc",506 Carnegie Ctr Ste 400,,08540-6243,Voluntary: Firm initiated,Press Release,U.S. Nationwide,D-0127-2020,"Sandoz Ranitidine Hydrochloride Capsules 150mg 60 Capsules Rx Only Manufactured by Sandoz Inc. Princeton, NJ  Product of India  NDC 0781-2855-60","100,314 bottles","CGMP Deviations: Detection of a trace amount of an unexpected impurity, N-nitrosodimethylamine (NDMA).",20190923.0,20191007.0,20230714.0,20191016.0,HC9266 4/30/2020   HD1865 4/30/2020  HP9441 9/30/2020  JK7994 8/31/2021  JK8659 8/31/2021,,⑦ 일반 CGMP 결함,0
Terminated,Central Islip,NY,United States,Class II,"{'application_number': ['ANDA211487'], 'brand_name': ['HYDROCODONE BITARTRATE AND ACETAMINOPHEN'], 'generic_name': ['HYDROCODONE BITARTRATE AND ACETAMINOPHEN'], 'manufacturer_name': ['Camber Pharmaceuticals, Inc.'], 'product_ndc': ['31722-996', '31722-997'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ACETAMINOPHEN', 'HYDROCODONE BITARTRATE'], 'rxcui': ['856999', '857002'], 'spl_id': ['d745e0ac-ee48-44c7-8430-8da0a69d2735'], 'spl_set_id': ['ed6af366-753c-4f3b-a6a2-c9a183c50035'], 'package_ndc': ['31722-996-01', '31722-996-05', '31722-997-01', '31722-997-05'], 'is_original_packager': [True], 'upc': ['0331722997010', '0331722996013'], 'unii': ['NO70W886KK', '362O9ITL9D']}",Drugs,89060,"Ascent Pharmaceuticals, Inc.",400 S Technology Dr,,11722-4402,Voluntary: Firm initiated,Letter,USA Nationwide,D-0276-2022,"Hydrocodone Bitartrate and Acetaminophen Tablets, USP 10 mg/325 mg, 100-count bottle, Rx only, Manufactured for: Camber Pharmaceuticals, Inc. Piscataway, NJ 08854, Manufactured by: Ascent Pharmaceuticals, Inc., Central Islip, NY 11722, NDC 31722-997-01.",9744 bottles,Product Mix-up,20211119.0,20211207.0,20231206.0,20211215.0,"Lot #: 21070817, Exp 6/2023",,⑧ 이물혼입/물리적결함,0
